one's days are numbered,phrase,tener los días contados, (some period of time is coming to an end)
oneself,pron,"sí mismo,uno mismo"," /w?n?s?lf/ (The person, previously mentioned)"
one-sided,adj,partidista{m}, (partial or biased in favour of one faction)
one swallow does not a summer make,proverb,una sola golondrina no hace el verano{f}, (one instance of an event does not necessarily indicate a trend)
one-upmanship,n,una superioridad, (art or practice of outdoing an opponent)
one-way mirror,n,espejo simulado{m}, (mirror that is transparent on one side)
one way or another,adv,de un modo u otro," (somehow, but certainly)"
one-way street,n,"calle de un solo sentido{f},calle de mano única{f} [Argentina],flecha{f} [Venezuela, colloquial]", (road in which traffic is only allowed to proceed in one direction)
one-way ticket,n,billete sencillo{m}, (a ticket granting permission to travel to a place but not back)
on fire,prep,en fuego, (being burned by fire)
on fire,prep,en fuego, (rapidly achieving good results)
on foot,prep,a pie," (walking, jogging, running)"
ongoing,adj,continuo," (continuing, permanent)"
ongoing,adj,actual, (presently or currently happening; being in progress)
on heat,adj,"caliente,en celo", (in estrus)
oniomania,n,"oniomanía,compra compulsiva", /??n??(?)?me?n??/ (an abnormal impulse to buy things)
onion,n,cebolla{f}," /??nj?n/ (a monocotyledonous plant of genus Allium allied to garlic, used as vegetable and spice.)"
onion dome,n,cúpula acebollada{f}, (onion-shaped dome)
onion ring,n,aro de cebolla{m}, (food)
onionskin,n,papel cebolla{m}, (paper)
online,adj,en línea,
online,adj,en línea, /??n?la?n/ (connected to the Internet)
only,adj,único, /?o?n.li/ (alone in a category)
only,adj,único, (singularly superior; the best)
only,adj,"único,hijo único{m} [noun]", (without sibling)
only,adv,"apenas,solo", (as recently as)
only,adv,"solo,únicamente,solamente", (no more than)
only,adv,"sólo,solamente", (without others or anything further; exclusively)
only,conj,"pero,ojalá",
only child,n,"hijo único{m},hija única{f}", (a person who has no siblings)
onomasiology,n,onomasiología{f}, (branch of lexicology)
onomastics,n,onomástica{f}, /???.no??mæs.t?ks/ (branch of lexicology devoted to the study of names)
onomatopoeia,n,onomatopeya{f}, /???n??mæt??pi?/ (property of a word of sounding like what it represents)
onomatopoeia,n,onomatopeya, (word that sounds like what it represents)
onomatopoeic,adj,onomatopéyico{m}, (having the property of onomatopoeia)
onomatopoeic,adj,onomatopéyico, /??n?mæt??pi??k/ (of or relating to onomatopoeia)
on one's own,adv,"por sí mismo,por sí solo,por su cuenta,por su propia cuenta,solo", (alone; by oneself; without the companionship or assistance of others)
on purpose,prep,"adrede,a propósito,intencionalmente"," (purposely, with intention)"
on sale,prep,en barata, (available for purchase at reduced prices)
on sale,prep," en oferta, en venta",
onset,n,aparición{f}, (medicine: initial phase of a disease or condition)
onset,n,arremetida, /??n?s?t/ (rushing or setting upon)
on-site,adj,in situ, (taking place at a site)
onslaught,n,asalto,
onslaught,n,"ataque furioso{m},embestida violenta{f}", (fierce attack)
Ontario,prop,Ontario{m}, /??n?t????.i.o?/ (Lake between Ontario province and New York State)
Ontario,prop,Ontario{m}, (Province in eastern Canada)
on the air,prep,al aire,
on the alert,adj,sobre aviso," (very attentive, or vigilant)"
on the contrary,adv,"al contrario,por el contrario", (opposite)
on the dot,adv,"exactamente,en punto", (exactly)
on the edge of one's seat,prep,al borde del asiento, (in suspense)
on the line,adj,en juego, (at risk)
on the one hand,adv,por un lado, (from one point of view)
on the other hand,adv,por otro lado, (from another point of view)
on the same wavelength,adv,en la misma onda, (in rapport)
on the street,adv,"en la calle,sin techo,desamparado,desalojado", (without a home)
on the tip of one's tongue,prep,en la punta de la lengua, (known but not quite remembered)
on the up-and-up,adj, [estar de]arribista{m}, (legitimate)
on the warpath,adj,en pie de guerra, (very angry or upset)
on the way,adj,"en ruta,en camino,en el camino", (coming)
on the whole,adv,en general, (for the most part)
on time,adv,a tiempo, (punctually)
onto,prep,sobre, (upon; on top of)
ontogenetic,adj,ontogenetico, (of or relating to ontogenesis)
ontogeny,n,ontogenia{f}, /?n?t?d??ni/ (development of an individual organism)
ontological,adj,ontológico{m}," (of, or relating to, ontology)"
ontology,n,ontología{f}, (study of being)
ontology,n,ontología, (system model in computer science)
onus,n,culpa, (blame)
onus,n,culpabilidad, (burden of proof)
onus,n,obligación{f}, /?o?n?s/ (legal obligation)
onus,n,estigma, (stigma)
onus probandi,n,carga de la prueba{f}, (duty of a party in a legal proceeding)
onward,adv," [spatial direction]hacia adelante,para adelante,de frente; [temporal direction]en adelante,a partir deahora", (In a forward direction)
"on your mark, get set, go",phrase,"¡en sus marcas, listos, fuera!,preparados, listos, ¡ya!", (three-command start of racing)
onyx,n,"ónix{f},ónice{f},ónique{f}", /??n?ks/ (a banded variety of chalcedony)
oocyte,n,"oocito,ovocito", /?o?.o?.sa?t/ (cell that develops into egg or ovum)
ooh,interj,uy, /u?/ (expressing awe)
oolite,n,oolito{m}, /????l??t/ (geology: rock of spherical grains)
Oompa Loompa,n,"umpa lumpa{m-p},umpa lumpi{m-p}", /?ump?l?ump?/
oomph,n,"garra{f},marcha{f} [Spain]", /?mf/
oops,interj,ups,
oops,interj,ops, /u?ps/ (acknowledging a minor mistake)
oops,interj,oh oh, (used sarcastically to acknowledge a major mistake)
Oort Cloud,prop,nube de Oort{f}, (cloud of comets)
oosphere,n,oosfera{f}, (A large nonmotile egg cell)
ootheca,n,ooteca{f}, /?????i?k?/ (egg case of orthopteroid insects)
ooze,v,"exudar,segregar,rezumar", /u?z/ (to secrete or slowly leak)
opacity,n,opacidad{f}, /o??pæs?ti?/ (the state of being opaque)
opal,n,ópalo{m}," /?o?p?l/ (a mineral consisting, like quartz, of silica, but inferior to quartz in hardness and specific gravity)"
opaque,adj,opaco{m}, /o??pe?k/ (hindering light to pass through)
OPEC,prop,OPEP{f}, /???p?k/ (Organization of Petroleum Exporting Countries)
open,adj,abierto{m}, (computing: in current use)
open,adj,abierto{m}, (math: which is part of a predefined collection of subsets)
open,adj,abierto{m}, /?o?.p?n/ (not closed)
open,adj,abierto, (prepared to conduct business)
open,adj,abierto{m}, (receptive)
open,n,open{m}, (sports event)
open,v,abrir, (to become open)
open,v,abrir, (to make accessible to customers)
open,v,abrir, (to make something accessible)
open-air,adj,al aire libre, (taking place outdoors)
open book,n,libro abierto, (person naively honest or open)
open book,n,libro abierto, (thing easily interpreted)
open-ended,adj,abierto, (adaptable to change)
open-ended,adj,abierto, (permitting unstructured response)
open-ended,adj,abierto, (unrestricted by definite limits)
open-end fund,n,fondo mutuo abierto{m}, (collective investment)
opener,n,abridor{m}, /???p?n?/ (device that opens something)
opener,n,primer acto{m}, (first act in a variety show)
open fire,v,abrir fuego, (to begin firing at something or someone)
open house,n,jornada de puertas abiertas{f}, (event where a facility or institution is open to the public for inspection or tour)
opening,n,apertura{f}, /?o?.p?n??/
openly,adv,abiertamente," (in an open manner, visibly, not covertly)"
open-minded,adj,"abierto de mente{m},abierto", (formal)
open-pit mine,n,mina a tajo abierto{f}, (mine with an open pit or burrow)
open sea,n,"alta mar{f},mar ancha{f},piélago{m}", (part of the sea)
open secret,n,secreto a voces{m}, (widely known fact not mentioned)
open sesame,interj,ábrete sésamo, (Open up)
opera,n,ópera{f}, /??.p??.?/ (theatrical work)
opera glasses,n,aclínico{m}, (small binoculars)
opera house,n,teatro de ópera{m}, (theatre for opera)
operate,v,operar, (medicine)
operate,v,"especular,controlar,manipular", (to deal in stocks)
operate,v,"operar,obrar", (to perform a work or labour)
operate,v,"operar,trabajar", (to produce a physical effect)
operate,v,"influir;controlar,manipular", (to produce effect on the mind; to exert moral power)
operating room,n,quirófano{m}, (room in a hospital used for performing surgery)
operating system,n,sistema operativo{m}, (software which controls computer)
operating theatre,n,quirófano{m}, (room in a hospital used for performing surgery)
operation,n,operación{f}, (military campaign)
operation,n,operación{f}, /???p???e???n/ (method by which a device performs its function)
operation,n,operación{m}, (procedure for generating a value from one or more other values)
operation,n,operación{f}, (surgical procedure)
operational,adj,operacional, (determined by means of practical measures)
operative,adj,operatorio, (based upon a surgical operation)
operative,adj,operatorio, (effectual)
operative,adj,operatorio, (functional)
operculum,n,opérculo{m}, (covering flap)
operetta,n,opereta{f}, (lighter version of opera with a frivolous story and spoken dialogue)
Ophelia,prop,Ofelia, /o??filj?/ (female given name)
ophiophobia,n,ofidiofobia{f}, (fear of snakes)
Ophiuchus,prop,Ofiuco{m}, /?o?fi?juk?s/ (zodiacal constellation of the northern summer)
ophthalmic,adj,oftálmico, (of or pertaining to the eyes)
ophthalmological,adj,oftalmológico, (pertaining to ophthalmology)
ophthalmologist,n,"oftalmólogo{m},oftalmóloga{f}", (eye specialist)
ophthalmology,n,oftalmología{f}, (eye medicine)
ophthalmoscope,n,oftalmoscopio{m}, (instrument for examining the interior of the eye)
opiate,n,opiato{m}," /???pi?t/ (drug, hormone or other substance derived from or related to opium)"
opine,v,opinar, /o??pa?n/ (to state as an opinion)
opinion,n,opinión{f}, /??p?nj?n/ (thought a person has formed about a topic)
opinion,n,conclusiones{f-p}, (EU: A judicial opinion by an Advocate General delivered to the European Court of Justice)
opinionated,adj,"obstinado,terco,ergotista,dogmático,respondón,sabiondo,pedante", (obstinately holding to one's opinion)
opium,n,opio{n}, /?o?pi?m/ (drug from opium poppy)
Oporto,prop,Oporto, (second-largest city of Portugal)
opossum,n," [especially formal or scientific usage]zarigüeya{f}, [Bolivia]carachupa{f}, [Colombia]chucha{f}, [Argentina, Paraguay, Uruguay]comadreja{f}, [Venezuelan Andes]faro{m}, [Peru]muca{f}, [Venezuelan standard usage]rabipelado{m}, [Ecuador]raposa{f}, [Honduras]tacuacín{m}, [El Salvador, Guatemala]tacuazín{m}, [Mexico]tlacuache{m}, [Nicaragua]zorro cola pelada{m}, [Costa Rica]zorro pelón{m}", /??p?s?m/ (marsupial of the Didelphidae)
opponent,n,oponente{m}, /?p??n?n?t/ (a rival)
opportune,adj,oportuno, (suitable)
opportunely,adv,tempestivamente, /??.p??tun.li/ (in a manner convenient or advantageous at some particular time)
opportunism,n,oportunismo{m}, (the taking of opportunities)
opportunist,n,"oportunista{m}, [Puerto Rico]vela güira{f}", (someone who takes advantage of any opportunity)
opportunity,n,oportunidad{f}, (favorable circumstance or occasion)
opportunity,n,oportunidad{f}," /??p??tun?ti/ (chance for advancement, progress or profit)"
opportunity cost,n,coste de oportunidad{m}, (cost of something in terms of an opportunity forgone)
oppose,v,oponer, /??po?z/ (to attempt to stop the progression of)
oppose,v,oponer, (to object to)
opposed,adj,opuesto, (acting in opposition; opposing)
opposite,adj,opuesto, (facing the other way)
opposite,adj,opuesto, (of complementary or mutually exclusive things)
opposite,adj,opuesto, /??p?s?t/ (located directly across from)
opposite,n,contrario, (contrary thing)
opposite,n,opuesto, (opponent)
opposite,prep,enfrente, (across from)
opposite sex,n,sexo opuesto{m}, (the other gender to which one is referring)
oppress,v,oprimir, (keep down by force)
oppressed,adj,oprimido, (Subject to oppression)
oppression,n,opresión{f}," (act of oppressing, or the state of being oppressed)"
oppressor,n,opresor{m}, (oppressor)
opprobrium,n,oprobio{m}, /??p?o?b?i?m/ (ignominy)
opsonin,n,opsonina{f}, (an antibody)
optic chiasm,n,quiasma óptico{m}, (part of the brain)
optician,n,"óptico{m},óptica{f}"," (a person who makes or sells lenses, spectacles)"
optic nerve,n,nervio óptico{m}, (nerve)
optimal,adj,óptimo, /??pt?m?l/ (the best)
optimism,n,optimismo{m}, /??pt?m?z?m/ (a tendency to expect the best)
optimist,n,optimista{m} {f}, /??pt?m?st/ (a person who expects a favourable outcome)
optimistic,adj,optimista{m} {f}, /??pt??m?st?k/ (expecting a good outcome)
optimize,v,optimizar,
optimize,v,"optimar,optimizar", /??pt?ma?z/ (to make (something) optimal)
optimize,v,"optimar,optimizar", (to make (something) more efficient)
optimum,adj,optimo, /??pt?m?m/ (best or most advantageous)
option,n,"opción financiera,opciones{f}", (financial product)
option,n,opción{f}, /??p??n/ (one of the choices which can be made)
optional,adj,opcional{m} {f}, (not compulsory)
optometrist,n,"optometrista{m} {f},optómetra{m} {f}", /?p?t?m?t??st/ (person trained in examining and testing the eyes for defects)
optometry,n,optometría{f}, (art and science of vision and eye care)
opulence,n,opulencia{f}, (wealth)
opuscule,n,opúsculo{m}, /o??p?skjul/ (Small or petty work.)
or,adj,oro, (of yellow or gold tincture on a coat of arms)
or,conj,"o, [before words beginning in 'o-' or 'ho-']u", /??/ (conjunction)
or,n,oro{m}, (gold or yellow tincture)
oracle,n,oráculo, /?r?k?l/
oral,adj,oral, /?????l/ (relating to the mouth)
orally,adv,oralmente, (by mouth)
orally,adv,oralmente, (spoken)
oral sex,n,sexo oral{m}, (stimulation of the genitals using the mouth)
Oran,prop,Orán, (port of Algeria)
orange,adj,"anaranjado,naranja", (having the colour of the fruit of an orange tree)
orange,n,"naranja{m},anaranjado{m}", (colour)
orange,n,"naranja{f},china{f} [Dominican Republic, Puerto Rico]", (fruit)
orange,n,naranjo{m}, /???.?nd?/ (tree)
orangeade,n,naranjada{f}, /??.??n.?d?e?d/ (orange-flavored soft drink)
orangeade,n,naranjada{f}, (soda water and orange juice)
orange blossom,n,azahar{m}, (white flower of the orange tree)
orange juice,n," [Latin America]jugo de naranja{m}, [Spain]zumo de naranja{m}", (juice of squeezed oranges)
orangutan,n,orangután{m}, /???æ?.??tæn/ (arboreal anthropoid ape)
orate,v,"disertar,perorar,pontificar", /???.e?t/ (to speak formally; to give a speech)
orate,v,"arengar,sermonear,vituperar,amonestar", (to speak passionately; to preach)
oratory,n,oratorio{m}, (large Roman Catholic church)
oratory,n,oratoria{f}, /??.??.t?.?i/ (art of public speaking)
oratory,n,oratorio, (private chapel)
orb,n,orbe{m}, /o?b/ (spherical body)
orbicular,adj,"orbicular,esférico", /???b?k.ju.l?/ (circular or spherical in shape)
orbicularis oculi,n,"orbicular de los párpados{m},músculo orbicular de los párpados{m}", (muscle)
orbit,n,órbita{f}, (path of one object around another)
orbit,v,orbitar, (circle another object)
orbital,adj,orbital, (Of or relating to an orbit)
orbital,adj,orbital, (Of or relating to the eye socket (eyehole))
orc,n,orco{m}, (evil monstrous humanoid creature)
orca,n,orca{f}, /???(?).k?/ (Orcinus orca)
orchard,n,huerta{m}, /???(?).t??d/ (land for cultivation of fruit or nut trees)
orchard,n,árbol de huerta{m}, (the trees in an orchard)
orchestra,n,orquesta{f}, (large group of musicians who play together on various instruments)
orchestra,n,orquesta{f},
orchestral,adj,orquestal, /??r?k?str?l/ (relating to an orchestra)
orchid,adj,orquídea, (colour)
orchid,n,orquídea{f}, /??rk?d/ (plant)
orchidarium,n,orquideario{m}, (orchid garden)
orchidology,n,orquideología{f}, (the branch of botany or horticulture dealing with orchids)
Orcus,prop,orco{m},
ordeal,n,calvario{m}, /???di??l/ (a painful or trying experience)
ordeal,n,"prueba del fuego{f},ordalía{f}", (trial in which the accused was subjected to a dangerous test)
order,n,orden{f}, (awarded decoration)
order,n,"orden{f},mandato{m}", (command)
order,n,orden{m}, (good arrangement)
order,n,orden{m}," /???d?/ (arrangement, disposition)"
order,n,"orden{f},mandato{m}", (religious group)
order,n,"orden{f},mandato{m}", (request for some product or service)
order,n,orden{f}, (society of knights)
order,v,"ordenar,mandar", (to issue a command)
order,v,"ordenar,pedir", (to request some product or service)
order,v,"ordenar,arreglar", (to set in (a good) order)
order,v,"ordenar,arreglar", (to set in (any) order)
ordered pair,n,par ordenado{m}, (in set theory)
orderliness,n,orden{m}, /???d?l?n?s/ (regularity; proper arrangement)
orderly,adj,metódico, (methodical; systematic)
orderly,adj,ordenado, /???d?li/ (neat; tidy; possessing order)
orderly,adj,pacífico, (peaceful; well-behaved)
orderly,n,camillero{m}, (hospital attendant given a variety of non-medical duties)
ordinal,adj,ordinal, /????d.n?l/ (indicating position in a numerical sequence)
ordinal number,n,"ordinal{m},número ordinal{m}", (arithmetic: number used to denote position in a sequence)
ordinal number,n,"ordinal{m},adjetivo ordinal{m}", (grammar: word used to denote relative position in a sequence)
ordinance,n,ordenanza{f}, /???d.n?ns/ (a local law or regulation)
ordinarily,adv,ordinariamente, (usually or as a general rule)
ordinary,adj,ordinario{m}," /???d?n??i/ (normal, routine)"
ordinary,n,pieza{f}, (standard geometric design in heraldics)
ordinate,adj,ordenado, (arranged regularly in rows; orderly; disposed or arranged in an orderly or regular fashion.)
ordinate,n,ordenada{f}, /????.d?n?t/ (ycoordinate)
ordinate,v,alinear, (to align a series of objects)
ordinate,v,ordenar, (to ordain a priest or consecrate a bishop)
ordnance,n,artillería{f}, /???dn?ns/ (artillery)
ore,n,"mena{f},mineral{m}", /??/ (rock that contains materials that can be economically extracted and processed)
oregano,n,orégano{m}, /??r???no?/ (plant)
oregano,n,orégano{m}, (leaves used to flavour food)
Oregon,prop,Oregón{m}, /??????n/ (northwestern state of the United States of America)
Oregon grape,n,"mahonia{f},uva de Oregón{f}", (Mahonia aquifolium)
or else,phrase,o verás, (no matter what)
Orenburg,prop,Oremburgo{m}, (city in Russia)
organ,n,órgano{m}, (musical instrument)
organ,n,órgano{m}, /???.??n/ (part of an organism)
organ,n,publicaciónoficial{f}," (official magazine, newsletter, or similar publication)"
organ,n,órgano{m}, (species of cactus)
organdy,n,organdí{m}, /?????ndi/ (transparent fabric)
organelle,n,"orgánulo,organelo{m},elemento celular{m}", (a membrane bound compartment found within cells)
organ harvesting,n,transplante de órganos{m}, (removal of human organs)
organic,adj,orgánico, (chemistry: relating to the compounds of carbon)
organic,adj,orgánico, /????æn?k/ (pertaining to an organ)
organic,adj,"orgánico{m},orgánica{f}", (of food and food products: grown without agrichemicals)
organic chemistry,n,química orgánica{f}, (chemistry of carbon containing compounds)
organic compound,n,compuesto orgánico, (carbon containing covalent compound)
organism,n,organismo{m}, (any complex thing with properties normally associated with living things.)
organism,n,organismo{m}, /???.??n.?.z?m/ (living thing)
organist,n,organista{m}/{f}, (musician who plays the organ)
organization,n,organización{f}, (group of people consciously cooperating)
organization,n,organización{f}, (group of people or other legal entities with an explicit purpose and written rules)
organization,n,organización{f}, /?????n??ze???n/ (quality of being organized)
organization,n,organización, (the way in which something is organized)
organizational,adj,organizacional, (organizational)
organize,v,organizar, (to arrange in working order)
organize,v,organizar," (to constitute in parts, each having a special function; to systematize)"
organized,adj,organizado, (characterised by efficient organisation)
organized crime,n,crimen organizado{m}, (criminal organizations seen as a whole)
organizer,n,organizador{m}, (person arranging public events)
organochlorine,n,organoclorado{m}, (chlorine substituted organic compound)
organogenesis,n,organogénesis{f}, (formation and development of the organs from embryonic cells)
organography,n,organografía{f}, (description of the structure and function of organs)
organoleptic,adj,organoléptico, (of or pertaining to sensory properties of a particular substance)
organolithium,n,organolitio{m}, (organic compound containing a carbon to lithium bond)
organomercury,adj,organomercúrico," (of an organic compound, containing a carbon to mercury bond)"
organophosphate,n,organofosfato{m}, (ester of phosphoric acid)
organ pipe,n,tubo de órgano{m}, (tube part of an organ (instrument))
orgasm,n,orgasmo{m}, /???.?æz.?m/ (the peak of sexual pleasure)
orgasmic,adj,orgásmico, (of or relating to orgasms)
orgiastic,adj,orgiástico, /??rd?i?æst?k/ (relating to an orgy)
orgulous,adj,orgulloso{m}," /????j?l?s/ (proud, haughty)"
orgulous,adj,"aumentada,excesiva"," (swollen, augmented, excessive)"
orgulous,adj,"amenazante,peligroso"," (threatening, dangerous)"
orgy,n,orgía, /???.d?i/
orient,v,orientarse, (to familiarize with a situation or circumstance)
Orient,prop,Oriente{m}, (Countries of Asia)
orientation,n,orientación{f}, (ability to orient)
orientation,n,orientación{f}," (an inclination, tendency or direction)"
orientation,n,orientación{f}, (introduction to a new environment)
orientation,n,orientación{f}, (the act of orienting)
orientation,n,orientación{f}, (the direction of print across the page)
orienteering,n,orientación, (racing across unfamiliar countryside using a map and compass)
origami,n,papiroflexia{f}, /???????mi/ (the Japanese art of paper folding)
origin,n,origen{m}, (ancestry)
origin,n,origen{m}, (beginning of something)
origin,n,origen{m}," (source of a river, information, goods, etc.)"
original,adj,original, /????d??n?l/ (relating to the origin or beginning)
original,adj,original, (first in a series)
original,adj,original," (fresh, different)"
original,adj,original, (having as its origin)
original,adj,original, (newly created)
original,adj, original {m} {f},
original,adj,original, (pioneering)
original,n,original{m}, (object from which all later copies and variations are derived)
original,n, original {m},
original,n,único{m}, (person with a unique and interesting personality and/or creative talent)
originality,n,originalidad{f}, /????d???næl?ti/ (the quality of being original or novel)
originality,n,originalidad{f},
originality,n,originalidad{f}, (something original)
originally,adv,"originalmente,originariamente", (as it was in the beginning)
original sin,n,pecado original{m}, (state of sin that is a direct result of Adam's disobedience to God)
originate,v,originar," /????d??ne?t/ (to give origin to, cause)"
originate,v,originarse," (to take first existence, have origin)"
Orinoco,prop,Orinoco{m}, /?o?r??no?ko?/ (river)
oriole,n,"oropéndola{f},turpial{m},bolsero{m}", (any of the various colourful passerine birds)
Orion,prop,Orión, (constellation)
Orion,prop,Orión, /???a??n/ (in mythology)
Orion's Belt,prop, [South America]las Tres Marias, (bright asterism)
orison,n,oración{f}, /????s?n/ (A prayer)
Oristano,prop,Oristán, (town)
Oriya,prop,oriya{m}, (language)
Orkney Islands,prop,Orcadas{f-p}, (group of islands)
ornament,n,ornamento musical, (musical flourish)
ornament,n,ornamento{m}, /???n?m?nt/ (element of decoration)
ornamental,adj,ornamental, /???n??m?ntl/ (serving to ornament)
ornery,adj,terco," /????n?i/ (cantankerous, stubborn)"
ornithine,n,ornitina{f}, (amino acid)
ornithological,adj,ornitológico, (of or pertaining to ornithology)
ornithologist,n,"ornitólogo{m},ornitóloga{f}", (expert in ornithology)
ornithology,n,ornitología{f}, (scientific study of birds)
ornithophobia,n,ornitofobia{f}," (fear, dislike, or hate of birds)"
ornithopter,n,ornitóptero{m}, /???.n????p.t?/ (aircraft that flaps its wings)
orogenesis,n,orogénesis{f}, (orogenesis)
orography,n,orografía{f}," /???????fi/ (the scientific study, or a physical description of mountains)"
orography,n,orografía{f}, (the orographic features of a region)
orphan,n,"huérfano{m},huérfana{f}", (person whose (parent or) parents have died)
orphanage,n,"orfanato{m},casa cuna{f}", (a public institution for the care and protection of orphans)
orphan drug,n,medicamento huérfano,
Orpheus,prop,Orfeo{m}, /??rfi?s/ (the musician who searched for Eurydice)
orpiment,n,oropimente{m}, /???p?m?nt/ (arsenic trisulphide)
ort,n,"migaja{f},resto{m}", /??rt/ (a scrap of leftover)
orthoclase,n,"ortoclasa{f},ortosa{f}", (potassium aluminum silicate)
orthodontic,adj,ortodóncico, (of or relating to orthodontics)
orthodontics,n,ortodoncia{f}, (correcting misalignment of teeth)
orthodontist,n,ortodoncista{m} {f}, (orthodontic dentist)
orthodox,adj,ortodoxo," (Adhering to whatever is traditional, customary, accepted)"
orthodox,adj,ortodoxo, /?????d?ks/ (Adhering to established religious doctrine or tradition)
Orthodox,adj,"ortodoxo{m},ortodoxa{f}", (of the Eastern Christian Orthodox church)
orthodoxia,n,ortodoxia{f}, (correct praise)
orthodoxly,adv,ortodoxamente, /?????d?ksli/ (in a correct or proper way)
orthodoxly,adv,ortodoxamente, (religion: according to doctrine)
orthodoxy,n,ortodoxia{f}, (correctness in doctrine and belief)
Orthodoxy,prop,ortodoxia{f}, /??????d??ksi/ (the Eastern Orthodox Church and its foundations)
orthographic,adj,ortográfico{m}, /?????????æf?k/ (orthography)
orthography,n,ortografía{f}, (aspect of language study)
orthography,n,ortografía{f}, /??????.??.fi/ (study of correct spelling)
orthologous,adj,ortólogo, (having been separated by a speciation event)
orthomolecular,adj,ortomolecular{m} {f}, (relating to the theory that mental illness is the result of chemical deficiencies)
orthopedic,adj,ortopédico, (Of or relating to orthopedics)
orthopedics,n,ortopedia{f}, (medicine: a branch of medicine)
orthopedist,n,"ortopedista{m} {f},ortopédico{m}", (orthopedic surgeon)
orthorexia,n,ortorexia, (obsession with healthy food)
orthosympathetic,adj,ortosimpático, (of or pertaining to the sympathetic component)
orthotopic,adj,ortotópico, (in the normal position)
ortolan,n,"hortelano,papafigo", /???.t?.læn/ (a small bird eaten as a delicacy)
Orwellian,adj,orwelliano{m}, /???w?li?n/ (A dystopian state)
Oryol,prop,Orel{m}, (a city in Russia)
oryx,n,órice, (antelope)
Osaka,prop,Osaka," (?saka, a city in Honsh?, Japan)"
Oscan,adj,osco," /???sk?n/ (Of or pertaining to the Oscan language or Oscan people, or their writing system)"
Oscan,n,osco{m}, (Person)
Oscan,prop,osco{m}, (Language)
Oscar,prop,Óscar{m}, /??s k?r/ (male given name)
oscillate,v,oscilar," /??s?le?t/ (to swing back and forth, especially if with a regular rhythm)"
oscilloscope,n,osciloscopio{m}, /??s?l.?.sk??p/ (electronic measuring instrument)
Osiris,prop,Osiris, /o??sa?r?s/ (Egyptian god of the dead and of the underworld)
-osis,suffix,-osis, (suffix for functional disorders)
Oslo,prop,Oslo, (the capital and a county municipality of Norway)
osmium,n,osmio{m}, (chemical element)
osmobiosis,n,osmobiosis{f}, (form of cryptobiosis)
osmometer,n,osmómetro{m}, (measuring device)
osmoregulation,n,osmorregulación, (homeostatic regulation of osmotic pressure)
osmosis,n,ósmosis{f}, (movement of molecules)
osmotic,adj,osmótico, (of or relating to osmosis)
osmotic pressure,n,presión osmótica{f}, (hydrostatic pressure)
osprey,n,"águila pescadora{f},gavilán pescador{m},guincho{m}", /??sp?i/ (bird of prey)
Osroene,prop,Osroene, (ancient kingdom)
osseous,adj,óseo, (relating to bone)
Ossetia,prop,Osetia{f}, /??s?t??/ (region in the Caucasus)
Ossetian,adj,osetio, /???seti?n/ (pertaining to Ossetia)
Ossetian,n,osetio{m}, (member of the people)
Ossetian,prop,"osetio{m},oseta", (language)
ossuary,n,osario{m}, (a place where the dead are buried)
ostensible,adj,ostensible, /??st?ns.?.b?l/
ostensibly,adv,ostensiblemente, /???st?n.s?.bli/ (ostensibly)
ostensive definition,n,definición ostensiva{f}, (process of binding the meaning to the defined term)
ostentatious,adj,ostentoso, /??s.t?n?te?.??s/ (of ostentation)
osteoarthritis,n,artrosis{f}, (form of arthritis caused by chronic degeneration of the cartilage and synovial membrane of the joints)
osteochondrosis,n,osteocondrosis{f}, (family of orthopedic diseases)
osteodystrophy,n,osteodistrofia{f}, (abnormal or defective development of a bone)
osteologist,n,osteólogo{m}, (specialist in osteology)
osteomyelitis,n,osteomielitis{f}, (pathology: an infection of the bone)
osteonectin,n,adiponectina{f}, (protein hormone)
osteopathy,n,osteopatía{f}, (branch of therapy)
osteopenia,n,osteopenia," (the medical condition of having low bone density, but not low enough to be considered osteoporosis)"
osteophyte,n,osteofito{m}, /??stio??fa?t/ (abnormal growth of bone)
osteoporosis,n,osteoporosis{f}, (bone disease)
ostinato,n,ostinato, /?st??n?to?/ (music: figure that is repeated over and over)
ostomy,n,ostomía{f}, (surgical procedure)
ostracism,n,ostracismo{m}," (banishment, exclusion from community)"
ostracism,n,ostracismo{m}," /??st??s?z(?)m/ (in ancient Greece, the temporary banishment by popular vote)"
ostracize,v,"excluir,aislar", (exclude someone)
ostrich,n,avestruz{m}, /??s.t??t??/ (large flightless bird)
other,adj,"otro{m},otra{f},otros{m-p},otras{f-p}", /??ð?/ (not the one previously referred to)
other,adv,"además,aparte,fuera", (apart from)
other,determiner,"otro{m},otra{f}", (not the one referred to)
other,n,"otro{m},otra{f}", (an other one)
otherness,n,otredad{f},
others,n,otros{m-p}, /??ð?z/ (other people)
others,n,otros{m-p}, (those remaining after something has been excluded)
otherwise,adv,de otra manera," /??ð.?(?)?wa?z/ (differently, in another way)"
otherwise,adv,"por lo demás,por otra parte,aparte de esto,fuera de eso", (in all other respects)
otherwise,adv,"si no,de lo contrario", (under different circumstances)
otiose,adj,inútil, /?o?.?i.o?s/ (resulting in no effect)
otiose,adj,"ocioso,desocupado", (reluctant to work)
otitis,n,otitis{f}, (inflammation of the ear)
otolaryngology,n,otorrinolaringología{f}," (medical study of the ear, nose and throat)"
